N/100,pN,Z/100,pZ,przewidywane_BE/A(MeV)
0.37,0,0.1,1,4.73285
0.37,0,0.11,0,5.5921
0.37,0,0.12,1,5.44398
0.37,0,0.13,0,6.07404
0.37,0,0.14,1,6.15951
0.37,0,0.15,0,6.58323
0.37,0,0.16,1,6.84926
0.37,0,0.17,0,7.13226
0.37,0,0.18,1,7.46415
0.37,0,0.19,0,7.69319
0.37,0,0.2,1,7.97636
0.37,0,0.21,0,8.10996
0.37,0,0.22,1,8.29622
0.37,0,0.23,0,8.37593
0.37,0,0.24,1,8.51167
0.37,0,0.25,0,8.56891
0.37,0,0.26,1,8.65666
0.37,0,0.27,0,8.68203
0.37,0,0.28,1,8.7275
0.37,0,0.29,0,8.72355
0.37,0,0.3,1,8.73979
0.37,0,0.31,0,8.7112
0.37,0,0.32,1,8.7019
0.37,0,0.33,0,8.64861
0.37,0,0.34,1,8.60972
0.37,0,0.35,0,8.53063
0.37,0,0.36,1,8.46292
0.37,0,0.37,0,8.3635
0.37,0,0.38,1,8.28289
0.37,0,0.39,0,8.17356
0.37,0,0.4,1,8.09896
0.37,0,0.41,0,7.9815
0.37,0,0.42,1,7.91891
0.37,0,0.43,0,7.7817
0.37,0,0.44,1,7.73528
0.37,0,0.45,0,7.56171
0.37,0,0.46,1,7.54761
0.37,0,0.47,0,7.31093
0.37,0,0.48,1,7.3136
0.37,0,0.49,0,6.99608
0.37,0,0.5,1,6.98259
0.37,0,0.51,0,6.62392
0.37,0,0.52,1,6.49025
0.37,0,0.53,0,6.06972
0.37,0,0.54,1,5.86279
0.37,0,0.55,0,5.52778
0.37,0,0.56,1,5.46059
0.37,0,0.57,0,5.26027
0.37,0,0.58,1,5.28408
0.37,0,0.59,0,5.15253
0.37,0,0.6,1,5.21263
0.37,0,0.61,0,5.11225
0.37,0,0.62,1,5.187
0.37,0,0.63,0,5.10158
0.37,0,0.64,1,5.18243
0.37,0,0.65,0,5.10466
0.37,0,0.66,1,5.1879
0.37,0,0.67,0,5.11428
0.37,0,0.68,1,5.19822
0.37,0,0.69,0,5.12699
0.37,0,0.7,1,5.21085
0.37,0,0.71,0,5.14106
0.37,0,0.72,1,5.22447
0.37,0,0.73,0,5.15562
0.37,0,0.74,1,5.23843
0.37,0,0.75,0,5.17022
0.37,0,0.76,1,5.25236
0.37,0,0.77,0,5.18462
0.37,0,0.78,1,5.26606
0.37,0,0.79,0,5.19869
0.37,0,0.8,1,5.27944
0.37,0,0.81,0,5.21236
0.37,0,0.82,1,5.29241
0.37,0,0.83,0,5.22559
0.37,0,0.84,1,5.30493
0.37,0,0.85,0,5.23836
0.37,0,0.86,1,5.31699
0.37,0,0.87,0,5.25065
0.37,0,0.88,1,5.32857
0.37,0,0.89,0,5.26245
0.37,0,0.9,1,5.33965
0.37,0,0.91,0,5.27378
0.37,0,0.92,1,5.35024
0.37,0,0.93,0,5.28463
0.37,0,0.94,1,5.36033
0.37,0,0.95,0,5.29499
0.37,0,0.96,1,5.36993
0.37,0,0.97,0,5.30489
0.37,0,0.98,1,5.37904
0.37,0,0.99,0,5.31433
0.37,0,1,1,5.38768
0.37,0,1.01,0,5.32332
0.37,0,1.02,1,5.39585
0.37,0,1.03,0,5.33187
0.37,0,1.04,1,5.40357
0.37,0,1.05,0,5.33999
0.37,0,1.06,1,5.41084
0.37,0,1.07,0,5.3477
0.37,0,1.08,1,5.41769
0.37,0,1.09,0,5.35501
0.37,0,1.1,1,5.42413
0.37,0,1.11,0,5.36193
0.37,0,1.12,1,5.43017
0.37,0,1.13,0,5.36847
0.37,0,1.14,1,5.43582
0.37,0,1.15,0,5.37466
0.37,0,1.16,1,5.44111
0.37,0,1.17,0,5.3805
0.37,0,1.18,1,5.44604
0.37,0,1.19,0,5.38601
0.37,0,1.2,1,5.45063
0.37,0,1.21,0,5.3912
0.37,0,1.22,1,5.4549
0.37,0,1.23,0,5.39607
0.37,0,1.24,1,5.45886
0.37,0,1.25,0,5.40066
0.37,0,1.26,1,5.46251
0.37,0,1.27,0,5.40495
0.37,0,1.28,1,5.46588
0.37,0,1.29,0,5.40898
0.37,0,1.3,1,5.46897
0.37,0,1.31,0,5.41274
0.37,0,1.32,1,5.4718
0.37,0,1.33,0,5.41625
0.37,0,1.34,1,5.47437
0.37,0,1.35,0,5.41952
0.37,0,1.36,1,5.4767
0.37,0,1.37,0,5.42255
0.37,0,1.38,1,5.4788
0.37,0,1.39,0,5.42535
0.37,0,1.4,1,5.48067
0.37,0,1.41,0,5.42794
0.37,0,1.42,1,5.48232
0.37,0,1.43,0,5.43031
0.37,0,1.44,1,5.48376
0.37,0,1.45,0,5.43248
0.37,0,1.46,1,5.485
0.37,0,1.47,0,5.43445
0.37,0,1.48,1,5.48603
0.37,0,1.49,0,5.43623
0.37,0,1.5,1,5.48688
0.38,1,0.01,0,1.94511
0.38,1,0.02,1,2.00554
0.38,1,0.03,0,2.7156
0.38,1,0.04,1,2.74156
0.38,1,0.05,0,3.29778
0.38,1,0.06,1,3.17174
0.38,1,0.07,0,4.04491
0.38,1,0.08,1,3.79011
0.38,1,0.09,0,4.75524
0.38,1,0.1,1,4.47339
0.38,1,0.11,0,5.30434
0.38,1,0.12,1,5.10845
0.38,1,0.13,0,5.80382
0.38,1,0.14,1,5.79237
0.38,1,0.15,0,6.34389
0.38,1,0.16,1,6.54358
0.38,1,0.17,0,6.93185
0.38,1,0.18,1,7.25112
0.38,1,0.19,0,7.53761
0.38,1,0.2,1,7.84484
0.38,1,0.21,0,8.02727
0.38,1,0.22,1,8.23324
0.38,1,0.23,0,8.32825
0.38,1,0.24,1,8.47441
0.38,1,0.25,0,8.53816
0.38,1,0.26,1,8.64163
0.38,1,0.27,0,8.67074
0.38,1,0.28,1,8.73375
0.38,1,0.29,0,8.72887
0.38,1,0.3,1,8.76343
0.38,1,0.31,0,8.73104
0.38,1,0.32,1,8.74244
0.38,1,0.33,0,8.68497
0.38,1,0.34,1,8.67026
0.38,1,0.35,0,8.58804
0.38,1,0.36,1,8.54607
0.38,1,0.37,0,8.44458
0.38,1,0.38,1,8.38706
0.38,1,0.39,0,8.27794
0.38,1,0.4,1,8.22325
0.38,1,0.41,0,8.11247
0.38,1,0.42,1,8.06847
0.38,1,0.43,0,7.94749
0.38,1,0.44,1,7.91055
0.38,1,0.45,0,7.76033
0.38,1,0.46,1,7.73343
0.38,1,0.47,0,7.52815
0.38,1,0.48,1,7.51875
0.38,1,0.49,0,7.22215
0.38,1,0.5,1,7.22836
0.38,1,0.51,0,6.85755
0.38,1,0.52,1,6.83771
0.38,1,0.53,0,6.40599
0.38,1,0.54,1,6.2347
0.38,1,0.55,0,5.77509
0.38,1,0.56,1,5.65468
0.38,1,0.57,0,5.34885
0.38,1,0.58,1,5.3614
0.38,1,0.59,0,5.16943
0.38,1,0.6,1,5.23969
0.38,1,0.61,0,5.10016
0.38,1,0.62,1,5.19168
0.38,1,0.63,0,5.07689
0.38,1,0.64,1,5.17619
0.38,1,0.65,0,5.07422
0.38,1,0.66,1,5.1759
0.38,1,0.67,0,5.0812
0.38,1,0.68,1,5.18293
0.38,1,0.69,0,5.09274
0.38,1,0.7,1,5.1935
0.38,1,0.71,0,5.10636
0.38,1,0.72,1,5.20574
0.38,1,0.73,0,5.12081
0.38,1,0.74,1,5.21867
0.38,1,0.75,0,5.13546
0.38,1,0.76,1,5.2318
0.38,1,0.77,0,5.14997
0.38,1,0.78,1,5.24485
0.38,1,0.79,0,5.16418
0.38,1,0.8,1,5.25767
0.38,1,0.81,0,5.17799
0.38,1,0.82,1,5.27017
0.38,1,0.83,0,5.19136
0.38,1,0.84,1,5.2823
0.38,1,0.85,0,5.20426
0.38,1,0.86,1,5.29403
0.38,1,0.87,0,5.21668
0.38,1,0.88,1,5.30533
0.38,1,0.89,0,5.22862
0.38,1,0.9,1,5.3162
0.38,1,0.91,0,5.24008
0.38,1,0.92,1,5.32663
0.38,1,0.93,0,5.25107
0.38,1,0.94,1,5.33662
0.38,1,0.95,0,5.26161
0.38,1,0.96,1,5.34617
0.38,1,0.97,0,5.27169
0.38,1,0.98,1,5.35528
0.38,1,0.99,0,5.28133
0.38,1,1,1,5.36398
0.38,1,1.01,0,5.29056
0.38,1,1.02,1,5.37226
0.38,1,1.03,0,5.29937
0.38,1,1.04,1,5.38014
0.38,1,1.05,0,5.3078
0.38,1,1.06,1,5.38763
0.38,1,1.07,0,5.31584
0.38,1,1.08,1,5.39474
0.38,1,1.09,0,5.32352
0.38,1,1.1,1,5.40149
0.38,1,1.11,0,5.33085
0.38,1,1.12,1,5.40789
0.38,1,1.13,0,5.33785
0.38,1,1.14,1,5.41395
0.38,1,1.15,0,5.34452
0.38,1,1.16,1,5.41968
0.38,1,1.17,0,5.35089
0.38,1,1.18,1,5.42511
0.38,1,1.19,0,5.35696
0.38,1,1.2,1,5.43024
0.38,1,1.21,0,5.36274
0.38,1,1.22,1,5.43508
0.38,1,1.23,0,5.36826
0.38,1,1.24,1,5.43964
0.38,1,1.25,0,5.37351
0.38,1,1.26,1,5.44395
0.38,1,1.27,0,5.37851
0.38,1,1.28,1,5.448
0.38,1,1.29,0,5.38327
0.38,1,1.3,1,5.4518
0.38,1,1.31,0,5.38779
0.38,1,1.32,1,5.45537
0.38,1,1.33,0,5.39209
0.38,1,1.34,1,5.45872
0.38,1,1.35,0,5.39618
0.38,1,1.36,1,5.46185
0.38,1,1.37,0,5.40006
0.38,1,1.38,1,5.46477
0.38,1,1.39,0,5.40373
0.38,1,1.4,1,5.46749
0.38,1,1.41,0,5.40721
0.38,1,1.42,1,5.47001
0.38,1,1.43,0,5.4105
0.38,1,1.44,1,5.47235
0.38,1,1.45,0,5.4136
0.38,1,1.46,1,5.4745
0.38,1,1.47,0,5.41652
0.38,1,1.48,1,5.47647
0.38,1,1.49,0,5.41927
0.38,1,1.5,1,5.47827
0.39,0,0.01,0,2.25368
0.39,0,0.02,1,2.23487
0.39,0,0.03,0,3.00304
0.39,0,0.04,1,2.79183
0.39,0,0.05,0,3.69824
0.39,0,0.06,1,3.30038
0.39,0,0.07,0,4.4486
0.39,0,0.08,1,3.99331
0.39,0,0.09,0,5.06052
0.39,0,0.1,1,4.67295
0.39,0,0.11,0,5.51766
0.39,0,0.12,1,5.28251
0.39,0,0.13,0,5.9356
0.39,0,0.14,1,5.90972
0.39,0,0.15,0,6.38907
0.39,0,0.16,1,6.56936
0.39,0,0.17,0,6.89572
0.39,0,0.18,1,7.19765
0.39,0,0.19,0,7.448
0.39,0,0.2,1,7.7638
0.39,0,0.21,0,7.94177
0.39,0,0.22,1,8.16272
0.39,0,0.23,0,8.25363
0.39,0,0.24,1,8.4046
0.39,0,0.25,0,8.47202
0.39,0,0.26,1,8.58274
0.39,0,0.27,0,8.6257
0.39,0,0.28,1,8.69135
0.39,0,0.29,0,8.70295
0.39,0,0.3,1,8.73386
0.39,0,0.31,0,8.71936
0.39,0,0.32,1,8.72524
0.39,0,0.33,0,8.68802
0.39,0,0.34,1,8.669
0.39,0,0.35,0,8.6087
0.39,0,0.36,1,8.56216
0.39,0,0.37,0,8.48052
0.39,0,0.38,1,8.41464
0.39,0,0.39,0,8.32085
0.39,0,0.4,1,8.25613
0.39,0,0.41,0,8.15921
0.39,0,0.42,1,8.1084
0.39,0,0.43,0,8.00417
0.39,0,0.44,1,7.95989
0.39,0,0.45,0,7.83022
0.39,0,0.46,1,7.7817
0.39,0,0.47,0,7.60666
0.39,0,0.48,1,7.5685
0.39,0,0.49,0,7.33206
0.39,0,0.5,1,7.31761
0.39,0,0.51,0,7.01389
0.39,0,0.52,1,7.01313
0.39,0,0.53,0,6.68387
0.39,0,0.54,1,6.61306
0.39,0,0.55,0,6.23251
0.39,0,0.56,1,6.02731
0.39,0,0.57,0,5.66603
0.39,0,0.58,1,5.55979
0.39,0,0.59,0,5.33434
0.39,0,0.6,1,5.33907
0.39,0,0.61,0,5.19632
0.39,0,0.62,1,5.24813
0.39,0,0.63,0,5.14313
0.39,0,0.64,1,5.21378
0.39,0,0.65,0,5.12649
0.39,0,0.66,1,5.20502
0.39,0,0.67,0,5.12655
0.39,0,0.68,1,5.2083
0.39,0,0.69,0,5.13449
0.39,0,0.7,1,5.21736
0.39,0,0.71,0,5.14614
0.39,0,0.72,1,5.22915
0.39,0,0.73,0,5.15945
0.39,0,0.74,1,5.24213
0.39,0,0.75,0,5.1734
0.39,0,0.76,1,5.25553
0.39,0,0.77,0,5.18745
0.39,0,0.78,1,5.26893
0.39,0,0.79,0,5.20133
0.39,0,0.8,1,5.28213
0.39,0,0.81,0,5.21491
0.39,0,0.82,1,5.295
0.39,0,0.83,0,5.2281
0.39,0,0.84,1,5.30748
0.39,0,0.85,0,5.24085
0.39,0,0.86,1,5.31952
0.39,0,0.87,0,5.25317
0.39,0,0.88,1,5.3311
0.39,0,0.89,0,5.26501
0.39,0,0.9,1,5.34222
0.39,0,0.91,0,5.2764
0.39,0,0.92,1,5.35287
0.39,0,0.93,0,5.28732
0.39,0,0.94,1,5.36304
0.39,0,0.95,0,5.29778
0.39,0,0.96,1,5.37273
0.39,0,0.97,0,5.30778
0.39,0,0.98,1,5.38197
0.39,0,0.99,0,5.31734
0.39,0,1,1,5.39074
0.39,0,1.01,0,5.32646
0.39,0,1.02,1,5.39907
0.39,0,1.03,0,5.33516
0.39,0,1.04,1,5.40696
0.39,0,1.05,0,5.34344
0.39,0,1.06,1,5.41443
0.39,0,1.07,0,5.35132
0.39,0,1.08,1,5.42149
0.39,0,1.09,0,5.35881
0.39,0,1.1,1,5.42815
0.39,0,1.11,0,5.36593
0.39,0,1.12,1,5.43443
0.39,0,1.13,0,5.37268
0.39,0,1.14,1,5.44034
0.39,0,1.15,0,5.37909
0.39,0,1.16,1,5.44591
0.39,0,1.17,0,5.38517
0.39,0,1.18,1,5.45113
0.39,0,1.19,0,5.39092
0.39,0,1.2,1,5.45603
0.39,0,1.21,0,5.39636
0.39,0,1.22,1,5.46062
0.39,0,1.23,0,5.40151
0.39,0,1.24,1,5.46492
0.39,0,1.25,0,5.40638
0.39,0,1.26,1,5.46893
0.39,0,1.27,0,5.41097
0.39,0,1.28,1,5.47268
0.39,0,1.29,0,5.41531
0.39,0,1.3,1,5.47616
0.39,0,1.31,0,5.41939
0.39,0,1.32,1,5.4794
0.39,0,1.33,0,5.42324
0.39,0,1.34,1,5.4824
0.39,0,1.35,0,5.42686
0.39,0,1.36,1,5.48517
0.39,0,1.37,0,5.43026
0.39,0,1.38,1,5.48773
0.39,0,1.39,0,5.43345
0.39,0,1.4,1,5.49008
0.39,0,1.41,0,5.43643
0.39,0,1.42,1,5.49224
0.39,0,1.43,0,5.43922
0.39,0,1.44,1,5.4942
0.39,0,1.45,0,5.44183
0.39,0,1.46,1,5.49598
0.39,0,1.47,0,5.44425
0.39,0,1.48,1,5.49758
0.39,0,1.49,0,5.4465
0.39,0,1.5,1,5.49902
0.4,1,0.01,0,2.06118
0.4,1,0.02,1,2.12386
0.4,1,0.03,0,2.78124
0.4,1,0.04,1,2.78708
0.4,1,0.05,0,3.36933
0.4,1,0.06,1,3.21178
0.4,1,0.07,0,4.10382
0.4,1,0.08,1,3.81827
0.4,1,0.09,0,4.7519
0.4,1,0.1,1,4.43261
0.4,1,0.11,0,5.22369
0.4,1,0.12,1,4.96221
0.4,1,0.13,0,5.64641
0.4,1,0.14,1,5.53003
0.4,1,0.15,0,6.11941
0.4,1,0.16,1,6.20852
0.4,1,0.17,0,6.66492
0.4,1,0.18,1,6.9281
0.4,1,0.19,0,7.25832
0.4,1,0.2,1,7.5812
0.4,1,0.21,0,7.82107
0.4,1,0.22,1,8.07084
0.4,1,0.23,0,8.19325
0.4,1,0.24,1,8.35546
0.4,1,0.25,0,8.43113
0.4,1,0.26,1,8.55312
0.4,1,0.27,0,8.6022
0.4,1,0.28,1,8.68384
0.4,1,0.29,0,8.69794
0.4,1,0.3,1,8.74554
0.4,1,0.31,0,8.72941
0.4,1,0.32,1,8.75292
0.4,1,0.33,0,8.71222
0.4,1,0.34,1,8.71321
0.4,1,0.35,0,8.64967
0.4,1,0.36,1,8.62545
0.4,1,0.37,0,8.54161
0.4,1,0.38,1,8.49698
0.4,1,0.39,0,8.40206
0.4,1,0.4,1,8.35386
0.4,1,0.41,0,8.25903
0.4,1,0.42,1,8.22134
0.4,1,0.43,0,8.12698
0.4,1,0.44,1,8.09531
0.4,1,0.45,0,7.98689
0.4,1,0.46,1,7.94513
0.4,1,0.47,0,7.80163
0.4,1,0.48,1,7.75154
0.4,1,0.49,0,7.5538
0.4,1,0.5,1,7.51925
0.4,1,0.51,0,7.24378
0.4,1,0.52,1,7.24055
0.4,1,0.53,0,6.89834
0.4,1,0.54,1,6.90888
0.4,1,0.55,0,6.52576
0.4,1,0.56,1,6.40792
0.4,1,0.57,0,5.95737
0.4,1,0.58,1,5.79873
0.4,1,0.59,0,5.45795
0.4,1,0.6,1,5.43778
0.4,1,0.61,0,5.22788
0.4,1,0.62,1,5.28325
0.4,1,0.63,0,5.13738
0.4,1,0.64,1,5.22113
0.4,1,0.65,0,5.10483
0.4,1,0.66,1,5.19922
0.4,1,0.67,0,5.09769
0.4,1,0.68,1,5.19577
0.4,1,0.69,0,5.1023
0.4,1,0.7,1,5.20111
0.4,1,0.71,0,5.11244
0.4,1,0.72,1,5.21067
0.4,1,0.73,0,5.1251
0.4,1,0.74,1,5.22219
0.4,1,0.75,0,5.13881
0.4,1,0.76,1,5.23455
0.4,1,0.77,0,5.15282
0.4,1,0.78,1,5.24716
0.4,1,0.79,0,5.16674
0.4,1,0.8,1,5.25971
0.4,1,0.81,0,5.18038
0.4,1,0.82,1,5.27204
0.4,1,0.83,0,5.19364
0.4,1,0.84,1,5.28405
0.4,1,0.85,0,5.20647
0.4,1,0.86,1,5.29569
0.4,1,0.87,0,5.21885
0.4,1,0.88,1,5.30693
0.4,1,0.89,0,5.23077
0.4,1,0.9,1,5.31776
0.4,1,0.91,0,5.24222
0.4,1,0.92,1,5.32817
0.4,1,0.93,0,5.25322
0.4,1,0.94,1,5.33816
0.4,1,0.95,0,5.26377
0.4,1,0.96,1,5.34773
0.4,1,0.97,0,5.27388
0.4,1,0.98,1,5.35689
0.4,1,0.99,0,5.28357
0.4,1,1,1,5.36563
0.4,1,1.01,0,5.29285
0.4,1,1.02,1,5.37398
0.4,1,1.03,0,5.30173
0.4,1,1.04,1,5.38195
0.4,1,1.05,0,5.31023
0.4,1,1.06,1,5.38954
0.4,1,1.07,0,5.31835
0.4,1,1.08,1,5.39677
0.4,1,1.09,0,5.32613
0.4,1,1.1,1,5.40365
0.4,1,1.11,0,5.33357
0.4,1,1.12,1,5.41019
0.4,1,1.13,0,5.34068
0.4,1,1.14,1,5.41641
0.4,1,1.15,0,5.34748
0.4,1,1.16,1,5.42233
0.4,1,1.17,0,5.35399
0.4,1,1.18,1,5.42794
0.4,1,1.19,0,5.36021
0.4,1,1.2,1,5.43328
0.4,1,1.21,0,5.36615
0.4,1,1.22,1,5.43834
0.4,1,1.23,0,5.37184
0.4,1,1.24,1,5.44314
0.4,1,1.25,0,5.37727
0.4,1,1.26,1,5.44769
0.4,1,1.27,0,5.38246
0.4,1,1.28,1,5.452
0.4,1,1.29,0,5.38743
0.4,1,1.3,1,5.45609
0.4,1,1.31,0,5.39217
0.4,1,1.32,1,5.45995
0.4,1,1.33,0,5.3967
0.4,1,1.34,1,5.46361
0.4,1,1.35,0,5.40103
0.4,1,1.36,1,5.46707
0.4,1,1.37,0,5.40516
0.4,1,1.38,1,5.47033
0.4,1,1.39,0,5.4091
0.4,1,1.4,1,5.47341
0.4,1,1.41,0,5.41287
0.4,1,1.42,1,5.47631
0.4,1,1.43,0,5.41645
0.4,1,1.44,1,5.47903
0.4,1,1.45,0,5.41987
0.4,1,1.46,1,5.48159
0.4,1,1.47,0,5.42312
0.4,1,1.48,1,5.48399
0.4,1,1.49,0,5.42621
0.4,1,1.5,1,5.48623
0.41,0,0.01,0,2.35734
0.41,0,0.02,1,2.31969
0.41,0,0.03,0,3.08395
0.41,0,0.04,1,2.83787
0.41,0,0.05,0,3.78058
0.41,0,0.06,1,3.35194
0.41,0,0.07,0,4.50709
0.41,0,0.08,1,4.02701
0.41,0,0.09,0,5.06547
0.41,0,0.1,1,4.64229
0.41,0,0.11,0,5.46546
0.41,0,0.12,1,5.16563
0.41,0,0.13,0,5.82514
0.41,0,0.14,1,5.70258
0.41,0,0.15,0,6.22119
0.41,0,0.16,1,6.30293
0.41,0,0.17,0,6.68002
0.41,0,0.18,1,6.92522
0.41,0,0.19,0,7.1988
0.41,0,0.2,1,7.51574
0.41,0,0.21,0,7.73441
0.41,0,0.22,1,8.00238
0.41,0,0.23,0,8.12088
0.41,0,0.24,1,8.29075
0.41,0,0.25,0,8.36216
0.41,0,0.26,1,8.48905
0.41,0,0.27,0,8.54606
0.41,0,0.28,1,8.6338
0.41,0,0.29,0,8.66228
0.41,0,0.3,1,8.70983
0.41,0,0.31,0,8.70939
0.41,0,0.32,1,8.72856
0.41,0,0.33,0,8.70509
0.41,0,0.34,1,8.70173
0.41,0,0.35,0,8.65748
0.41,0,0.36,1,8.63039
0.41,0,0.37,0,8.56592
0.41,0,0.38,1,8.51712
0.41,0,0.39,0,8.43771
0.41,0,0.4,1,8.38216
0.41,0,0.41,0,8.29781
0.41,0,0.42,1,8.25307
0.41,0,0.43,0,8.16694
0.41,0,0.44,1,8.13194
0.41,0,0.45,0,8.03283
0.41,0,0.46,1,7.98942
0.41,0,0.47,0,7.85944
0.41,0,0.48,1,7.80069
0.41,0,0.49,0,7.62712
0.41,0,0.5,1,7.57477
0.41,0,0.51,0,7.34936
0.41,0,0.52,1,7.32746
0.41,0,0.53,0,7.04533
0.41,0,0.54,1,7.05106
0.41,0,0.55,0,6.7443
0.41,0,0.56,1,6.7206
0.41,0,0.57,0,6.3827
0.41,0,0.58,1,6.20777
0.41,0,0.59,0,5.83421
0.41,0,0.6,1,5.68556
0.41,0,0.61,0,5.42941
0.41,0,0.62,1,5.40755
0.41,0,0.63,0,5.24946
0.41,0,0.64,1,5.28953
0.41,0,0.65,0,5.17793
0.41,0,0.66,1,5.24294
0.41,0,0.67,0,5.15284
0.41,0,0.68,1,5.22827
0.41,0,0.69,0,5.14867
0.41,0,0.7,1,5.22848
0.41,0,0.71,0,5.1543
0.41,0,0.72,1,5.23579
0.41,0,0.73,0,5.16454
0.41,0,0.74,1,5.24645
0.41,0,0.75,0,5.1769
0.41,0,0.76,1,5.2586
0.41,0,0.77,0,5.1901
0.41,0,0.78,1,5.27131
0.41,0,0.79,0,5.20351
0.41,0,0.8,1,5.2841
0.41,0,0.81,0,5.21681
0.41,0,0.82,1,5.29671
0.41,0,0.83,0,5.22984
0.41,0,0.84,1,5.30901
0.41,0,0.85,0,5.24249
0.41,0,0.86,1,5.32094
0.41,0,0.87,0,5.25474
0.41,0,0.88,1,5.33244
0.41,0,0.89,0,5.26656
0.41,0,0.9,1,5.3435
0.41,0,0.91,0,5.27793
0.41,0,0.92,1,5.35412
0.41,0,0.93,0,5.28885
0.41,0,0.94,1,5.36428
0.41,0,0.95,0,5.29932
0.41,0,0.96,1,5.37398
0.41,0,0.97,0,5.30936
0.41,0,0.98,1,5.38325
0.41,0,0.99,0,5.31896
0.41,0,1,1,5.39207
0.41,0,1.01,0,5.32814
0.41,0,1.02,1,5.40046
0.41,0,1.03,0,5.3369
0.41,0,1.04,1,5.40843
0.41,0,1.05,0,5.34526
0.41,0,1.06,1,5.41599
0.41,0,1.07,0,5.35323
0.41,0,1.08,1,5.42316
0.41,0,1.09,0,5.36083
0.41,0,1.1,1,5.42994
0.41,0,1.11,0,5.36805
0.41,0,1.12,1,5.43636
0.41,0,1.13,0,5.37493
0.41,0,1.14,1,5.44243
0.41,0,1.15,0,5.38146
0.41,0,1.16,1,5.44816
0.41,0,1.17,0,5.38768
0.41,0,1.18,1,5.45356
0.41,0,1.19,0,5.39358
0.41,0,1.2,1,5.45865
0.41,0,1.21,0,5.39918
0.41,0,1.22,1,5.46345
0.41,0,1.23,0,5.40449
0.41,0,1.24,1,5.46796
0.41,0,1.25,0,5.40954
0.41,0,1.26,1,5.4722
0.41,0,1.27,0,5.41432
0.41,0,1.28,1,5.47618
0.41,0,1.29,0,5.41885
0.41,0,1.3,1,5.47992
0.41,0,1.31,0,5.42314
0.41,0,1.32,1,5.48342
0.41,0,1.33,0,5.4272
0.41,0,1.34,1,5.4867
0.41,0,1.35,0,5.43104
0.41,0,1.36,1,5.48977
0.41,0,1.37,0,5.43468
0.41,0,1.38,1,5.49263
0.41,0,1.39,0,5.43811
0.41,0,1.4,1,5.4953
0.41,0,1.41,0,5.44136
0.41,0,1.42,1,5.49779
0.41,0,1.43,0,5.44442
0.41,0,1.44,1,5.50009
0.41,0,1.45,0,5.4473
0.41,0,1.46,1,5.50223
0.41,0,1.47,0,5.45002
0.41,0,1.48,1,5.50421
0.41,0,1.49,0,5.45258
0.41,0,1.5,1,5.50604
0.42,1,0.01,0,2.16738
0.42,1,0.02,1,2.23219
0.42,1,0.03,0,2.85005
0.42,1,0.04,1,2.83513
0.42,1,0.05,0,3.44964
0.42,1,0.06,1,3.26231
0.42,1,0.07,0,4.17204
0.42,1,0.08,1,3.86084
0.42,1,0.09,0,4.76317
0.42,1,0.1,1,4.41709
0.42,1,0.11,0,5.16891
0.42,1,0.12,1,4.86147
0.42,1,0.13,0,5.52312
0.42,1,0.14,1,5.32518
0.42,1,0.15,0,5.92636
0.42,1,0.16,1,5.90626
0.42,1,0.17,0,6.41674
0.42,1,0.18,1,6.5943
0.42,1,0.19,0,6.97939
0.42,1,0.2,1,7.28059
0.42,1,0.21,0,7.57
0.42,1,0.22,1,7.8644
0.42,1,0.23,0,8.03614
0.42,1,0.24,1,8.22635
0.42,1,0.25,0,8.31328
0.42,1,0.26,1,8.44777
0.42,1,0.27,0,8.51137
0.42,1,0.28,1,8.61204
0.42,1,0.29,0,8.64605
0.42,1,0.3,1,8.7092
0.42,1,0.31,0,8.71012
0.42,1,0.32,1,8.74507
0.42,1,0.33,0,8.71973
0.42,1,0.34,1,8.73323
0.42,1,0.35,0,8.68618
0.42,1,0.36,1,8.67785
0.42,1,0.37,0,8.61125
0.42,1,0.38,1,8.58164
0.42,1,0.39,0,8.5011
0.42,1,0.4,1,8.46115
0.42,1,0.41,0,8.37728
0.42,1,0.42,1,8.34253
0.42,1,0.43,0,8.26134
0.42,1,0.44,1,8.23313
0.42,1,0.45,0,8.14736
0.42,1,0.46,1,8.11034
0.42,1,0.47,0,8.0049
0.42,1,0.48,1,7.9498
0.42,1,0.49,0,7.81169
0.42,1,0.5,1,7.75023
0.42,1,0.51,0,7.56656
0.42,1,0.52,1,7.52242
0.42,1,0.53,0,7.27429
0.42,1,0.54,1,7.26505
0.42,1,0.55,0,6.95217
0.42,1,0.56,1,6.97536
0.42,1,0.57,0,6.62925
0.42,1,0.58,1,6.56889
0.42,1,0.59,0,6.14975
0.42,1,0.6,1,5.97149
0.42,1,0.61,0,5.59653
0.42,1,0.62,1,5.53481
0.42,1,0.63,0,5.30072
0.42,1,0.64,1,5.33619
0.42,1,0.65,0,5.18072
0.42,1,0.66,1,5.25466
0.42,1,0.67,0,5.13527
0.42,1,0.68,1,5.22387
0.42,1,0.69,0,5.12198
0.42,1,0.7,1,5.21605
0.42,1,0.71,0,5.12338
0.42,1,0.72,1,5.21906
0.42,1,0.73,0,5.13166
0.42,1,0.74,1,5.22724
0.42,1,0.75,0,5.14312
0.42,1,0.76,1,5.23784
0.42,1,0.77,0,5.15594
0.42,1,0.78,1,5.24948
0.42,1,0.79,0,5.16921
0.42,1,0.8,1,5.26146
0.42,1,0.81,0,5.18247
